# Loss,rewards
2.221628129482269287e-01,9.975235806085539503e-01
3.517554402351379395e-01,9.997348076496237468e-01
3.067219555377960205e-01,9.999650915600296619e-01
3.633849620819091797e-01,9.999954030038932240e-01
3.207902908325195312e-01,9.999993946342590201e-01
2.713879942893981934e-01,3.333332536143879810e-01
2.646974027156829834e-01,9.824417009602194328e-01
2.743359208106994629e-01,9.976877960112222610e-01
2.971831560134887695e-01,9.996955122319305387e-01
3.052270412445068359e-01,8.841848685518042261e-01
2.995887398719787598e-01,8.350064904659975085e-01
4.415211677551269531e-01,3.369537491008101071e-02
2.857565283775329590e-01,9.157750342935528920e-01
3.268490433692932129e-01,9.310211293445557201e-01
3.089978694915771484e-01,9.330288455652637758e-01
3.232435882091522217e-01,9.332932361786904218e-01
3.583357334136962891e-01,9.333280530495944305e-01
2.273681163787841797e-01,9.333326379873265743e-01
3.930801153182983398e-01,9.333332417651348800e-01
1.838518977165222168e-01,9.333333212749698182e-01
2.718532681465148926e-01,9.333333317454006739e-01
2.748738527297973633e-01,9.661946651426914778e-01
1.794810891151428223e-01,9.666665545747824551e-01
2.174630910158157349e-01,9.666666666623032755e-01
3.102215528488159180e-01,1.399999999993896405e-01
2.700994610786437988e-01,8.660447183419508477e-01
1.372966915369033813e-01,7.508900941313648714e-01
4.035363197326660156e-01,7.356455313433460930e-01
4.095947146415710449e-01,7.336378210782279474e-01
3.207594752311706543e-01,7.333734304878865018e-01
4.448165893554687500e-01,7.333386136170719771e-01
3.581571877002716064e-01,7.333340286793400553e-01
4.305712580680847168e-01,8.491084591950844862e-01
3.171519935131072998e-01,9.801295090298053347e-01
3.260382413864135742e-01,8.816082755375327373e-01
1.956745982170104980e-01,9.844093202353952909e-01
2.768771648406982422e-01,9.979469063684471841e-01
1.612977385520935059e-01,9.997296337604538730e-01
3.372462391853332520e-01,9.999643962153683674e-01
2.717261910438537598e-01,9.999953114357685857e-01
3.053764104843139648e-01,9.661940505324563278e-01
1.539802700281143188e-01,3.333333333333336063e-02
2.544295191764831543e-01,7.175582990397805228e-01
3.305648267269134521e-01,7.023122039887778056e-01
3.630517125129699707e-01,7.003044877680695279e-01
3.386834561824798584e-01,7.000400971546429929e-01
2.946036458015441895e-01,7.000052802837389843e-01
3.085605502128601074e-01,7.000006953460067294e-01
2.906081676483154297e-01,6.666666666666666297e-01
2.828964591026306152e-01,6.666666666666666297e-01
3.342463374137878418e-01,6.666666666666666297e-01
2.630439996719360352e-01,6.666666668242600124e-01
2.646245956420898438e-01,6.666666666940043173e-01
3.397340774536132812e-01,7.000000000000000666e-01
3.029727935791015625e-01,7.000000000000000666e-01
2.463846802711486816e-01,8.157750275291278941e-01
